disease,symptom
golfer's elbow,"pain and tenderness. usually felt on the inner side of your elbow, the pain sometimes extends along the inner side of your forearm. pain typically worsens with certain movements."
golfer's elbow,"stiffness. your elbow may feel stiff, and making a fist might hurt."
golfer's elbow,weakness. you may have weakness in your hands and wrists.
golfer's elbow,numbness or tingling. these sensations might radiate into one or more fingers — usually the ring and little fingers.
metachromatic leukodystrophy,"loss of the ability to detect sensations, such as touch, pain, heat and sound"
metachromatic leukodystrophy,"loss of intellectual, thinking and memory skills"
metachromatic leukodystrophy,"loss of motor skills, such as walking, moving, speaking and swallowing"
metachromatic leukodystrophy,"stiff, rigid muscles, poor muscle function and paralysis"
metachromatic leukodystrophy,loss of bladder and bowel function
metachromatic leukodystrophy,gallbladder problems
metachromatic leukodystrophy,blindness
metachromatic leukodystrophy,hearing loss
metachromatic leukodystrophy,seizures
metachromatic leukodystrophy,"emotional and behavioral problems, including unstable emotions and substance misuse"
metachromatic leukodystrophy,"late infantile form. this is the most common form of metachromatic leukodystrophy, starting around 2 years of age or younger. progressive loss of speech and muscle function occurs rapidly. children with this form often do not survive beyond childhood."
metachromatic leukodystrophy,"juvenile form. this is the second most common form and starts in children between 3 and 16 years of age. early signs are behavior and cognitive problems and increasing difficulty in school. loss of the ability to walk may occur. although the juvenile form doesn't progress as fast as the late infantile form, survival is generally less than 20 years after symptoms begin."
metachromatic leukodystrophy,"adult form. this form is less common and typically starts after age 16. signs progress slowly and may begin with behavior and psychiatric problems, drug and alcohol misuse, and issues with school and work. psychotic symptoms such as delusions and hallucinations may occur. the course of this form varies, with periods of stable symptoms and periods of rapid decline in functioning. adults may survive for several decades after initial symptoms."
malignant peripheral nerve sheath tumors,pain in the affected area
malignant peripheral nerve sheath tumors,weakness when trying to move the affected body part
malignant peripheral nerve sheath tumors,a growing lump of tissue under the skin
posterior cruciate ligament injury,pain. mild to moderate pain in the knee can cause a slight limp or difficulty walking.
posterior cruciate ligament injury,"swelling. knee swelling occurs rapidly, within hours of the injury."
posterior cruciate ligament injury,"instability. your knee might feel loose, as if it's going to give way."
enlarged heart,shortness of breath
enlarged heart,abnormal heart rhythm (arrhythmia)
enlarged heart,swelling (edema)
eisenmenger syndrome,bluish or grayish skin color (cyanosis)
eisenmenger syndrome,"large, rounded fingernails or toenails (clubbing)"
eisenmenger syndrome,easily tiring and shortness of breath with activity
eisenmenger syndrome,shortness of breath while at rest
eisenmenger syndrome,chest pain or tightness
eisenmenger syndrome,skipped or racing heartbeats (palpitations)
eisenmenger syndrome,dizziness or fainting
eisenmenger syndrome,coughing up blood
eisenmenger syndrome,numbness or tingling in fingers or toes
eisenmenger syndrome,headaches
scleroderma,"skin. nearly everyone who has scleroderma experiences a hardening and tightening of patches of skin. these patches may be shaped like ovals or straight lines, or cover wide areas of the trunk and limbs. the number, location and size of the patches vary by type of scleroderma. skin can appear shiny because it's so tight, and movement of the affected area may be restricted."
scleroderma,"fingers or toes. one of the earliest signs of systemic scleroderma is raynaud's disease, which causes the small blood vessels in your fingers and toes to contract in response to cold temperatures or emotional distress. when this happens, your fingers or toes may turn blue or feel painful or numb. raynaud's disease also occurs in people who don't have scleroderma."
scleroderma,"digestive system. scleroderma can cause a variety of digestive symptoms, depending on which part of the digestive tract is affected. if the esophagus is affected, you might have heartburn or difficulty swallowing. if the intestines are affected, you might have cramps, bloating, diarrhea or constipation. some people who have scleroderma may also have problems absorbing nutrients if their intestinal muscles aren't properly moving food through the intestines."
scleroderma,"heart, lungs or kidneys. scleroderma can affect the function of the heart, lungs or kidneys to varying degrees. these problems, if left untreated, can become life-threatening."
menorrhagia (heavy menstrual bleeding),soaking through one or more sanitary pads or tampons every hour for several consecutive hours
menorrhagia (heavy menstrual bleeding),needing to use double sanitary protection to control your menstrual flow
menorrhagia (heavy menstrual bleeding),needing to wake up to change sanitary protection during the night
menorrhagia (heavy menstrual bleeding),bleeding for longer than a week
menorrhagia (heavy menstrual bleeding),passing blood clots larger than a quarter
menorrhagia (heavy menstrual bleeding),restricting daily activities due to heavy menstrual flow
menorrhagia (heavy menstrual bleeding),"symptoms of anemia, such as tiredness, fatigue or shortness of breath"
fibromyalgia,"widespread pain. the pain associated with fibromyalgia often is described as a constant dull ache that has lasted for at least three months. to be considered widespread, the pain must occur on both sides of your body and above and below your waist."
fibromyalgia,"fatigue. people with fibromyalgia often awaken tired, even though they report sleeping for long periods of time. sleep is often disrupted by pain, and many patients with fibromyalgia have other sleep disorders, such as restless legs syndrome and sleep apnea."
fibromyalgia,"cognitive difficulties. a symptom commonly referred to as ""fibro fog"" impairs the ability to focus, pay attention and concentrate on mental tasks."
fibromyalgia,irritable bowel syndrome
fibromyalgia,chronic fatigue syndrome
fibromyalgia,migraine and other types of headaches
fibromyalgia,interstitial cystitis or painful bladder syndrome
fibromyalgia,temporomandibular joint disorders
fibromyalgia,anxiety
fibromyalgia,depression
fibromyalgia,postural tachycardia syndrome
itchy skin (pruritus),redness
itchy skin (pruritus),"bumps, spots or blisters"
itchy skin (pruritus),"dry, cracked skin"
itchy skin (pruritus),leathery or scaly skin
itchy skin (pruritus),lasts more than two weeks and doesn't improve with self-care measures
itchy skin (pruritus),is severe and distracts you from your daily routines or prevents you from sleeping
itchy skin (pruritus),comes on suddenly and can't be easily explained
itchy skin (pruritus),affects your whole body
itchy skin (pruritus),"is accompanied by other signs and symptoms, such as extreme tiredness, weight loss, changes in bowel habits, or urinary frequency, fever or redness of the skin"
malaria,fever
malaria,chills
malaria,headache
malaria,nausea and vomiting
malaria,muscle pain and fatigue
malaria,sweating
malaria,chest or abdominal pain
malaria,cough
ductal carcinoma in situ (dcis),a breast lump
